,recipient_parent_name1,current_award,potential_award,offers_received,num_employees,annual_revenue,award_count,recipient_name,organizational_type,business_size,year,recipient_name_clean,Cycle,Democrats,Individuals,PACs,Republicans,Soft_Indivs,Soft_Orgs,Total,Total1,org_id,org_name,org_name_clean,DemShare,RepShare
1086,TOTALSA,63304837.7,107132484.8,2445,20392.99953,12661405926.0,2,TOTAL SA,,OTHER THAN SMALL BUSINESS,2016,total sa,2016,87483,75218,25400,15185,0,0,102668,102668,D000064283,TOTAL SA,total sa,0.8520960766743289,0.1479039233256711
1087,TOTALSYSTEMSERVICESINC,218417906.4,271502100.4,5230,50.25530135,5884891.842,2,TOTAL SYSTEM SERVICES INC.,,SMALL BUSINESS,2016,total system services,2016,36347,73053,119500,156206,0,0,192553,192553,D000029492,TOTAL SYSTEM SERVICES,total system services,0.18876361313508488,0.8112363868649151
1088,TRANSYSTEMSCORPORATION,134673892.0,484673892.0,933,1041.052778,196252677.1,2,TRANSYSTEMS CORPORATION,,OTHER THAN SMALL BUSINESS,2016,transystems,2016,5150,5285,18750,18885,0,0,24035,24035,D000029501,TRANSYSTEMS CORP,transystems,0.21427085500312046,0.7857291449968795
1089,TRIUMPHGROUPINC,27608360.72,29584867.32,4136,6850.263028,1532899688.0,2,"TRIUMPH GROUP, INC.",,OTHER THAN SMALL BUSINESS,2016,triumph,2016,33635,20276,173000,159641,0,0,193276,193276,D000063783,TRIUMPH GROUP,triumph,0.17402574556592645,0.8259742544340736
1090,TRIWESTHEALTHCAREALLIANCECORP,601548.0,601548.0,13,1557.142857,1285714286.0,1,TRIWEST HEALTHCARE ALLIANCE CORP.,,OTHER THAN SMALL BUSINESS,2016,triwest healthcare alliance,2016,13985,30936,4000,20951,5000,0,34936,34936,D000030548,TRIWEST HEALTHCARE ALLIANCE,triwest healthcare alliance,0.400303411953286,0.599696588046714
1091,ULTRAELECTRONICSHOLDINGSPLC,93064509.61,116242601.6,10074,3352.418881,851473321.7,2,ULTRA ELECTRONICS HOLDINGS PLC,,OTHER THAN SMALL BUSINESS,2016,ultra electronics,2016,2200,12700,27500,38000,0,0,40200,40200,D000063821,ULTRA ELECTRONICS,ultra electronics,0.05472636815920398,0.945273631840796
1092,UNISYSCORPORATION,10689749519.0,16051912538.0,17625,21953.18132,4102586970.0,2,UNISYS CORPORATION,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2016,unisys,2016,76446,50352,95000,68906,555,0,145352,145352,D000022291,UNISYS CORP,unisys,0.5259370356101051,0.47406296438989487
1093,UNITEDPARCELSERVICEINC,159562587.3,462858264.6,23999,304562.4232,4017699588.0,2,"UNITED PARCEL SERVICE, INC.",,OTHER THAN SMALL BUSINESS,2016,united parcel service,2016,1212974,442195,3227755,2453410,11009,5500,3666384,3666384,D000000081,UNITED PARCEL SERVICE,united parcel service,0.33083659540299104,0.669163404597009
1094,UNITEDTECHNOLOGIESCORPORATION,7193750933.0,16989596622.0,120457,263769.3017,30119540359.0,2,UNITED TECHNOLOGIES CORPORATION,,OTHER THAN SMALL BUSINESS,2016,united technologies,2016,628859,139554,1425125,927989,1135,0,1556848,1556848,D000000209,UNITED TECHNOLOGIES,united technologies,0.40393089113388075,0.5960691088661192
1095,USECOLOGYINC,77234156.27,257608986.8,99,465.02467530000007,114305473.2,2,US ECOLOGY INC.,,OTHER THAN SMALL BUSINESS,2016,us ecology,2016,638,1638,14271,15271,0,0,15909,15909,D000023950,US ECOLOGY,us ecology,0.040103086303350306,0.9598969136966496
1096,VALEROENERGYCORPORATION,285994741.1,1293251585.0,8584,10546.574929999999,137144339.0,2,VALERO ENERGY CORPORATION,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2016,valero energy,2016,19110,31017,651000,677517,0,17700,696627,696627,D000022303,VALERO ENERGY,valero energy,0.027432183937745738,0.9725678160622543
1097,VARIANMEDICALSYSTEMSINC,95770499.8,690835351.0,516,4607.099644,494263731.2,2,"VARIAN MEDICAL SYSTEMS, INC.",,OTHER THAN SMALL BUSINESS,2016,varian medical systems,2016,119902,94908,78000,53006,529,0,172908,172908,D000029636,VARIAN MEDICAL SYSTEMS,varian medical systems,0.6934439123695838,0.3065560876304162
1098,VECTRENCORPORATION,444249047.3,444249047.3,331,5281.687033,2306076165.0,2,VECTREN CORPORATION,,OTHER THAN SMALL BUSINESS,2016,vectren,2016,18991,47941,49850,78800,0,0,97791,97791,D000029641,VECTREN CORP,vectren,0.19419987524414312,0.8058001247558568
1099,VERIZONCOMMUNICATIONSINC,5677619214.0,757000000000.0,88127,96195.87631,71908121483.0,2,VERIZON COMMUNICATIONS INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2016,verizon communications,2016,1620193,1040394,2316500,1735726,19263,0,3355919,3355919,D000000079,VERIZON COMMUNICATIONS,verizon communications,0.4827866822768964,0.5172133177231035
1100,VIGORINDUSTRIALLLC,2917146669.0,2917146669.0,1720,1297.164706,297188800.9,2,VIGOR INDUSTRIAL LLC,,OTHER THAN SMALL BUSINESS,2016,vigor industrial,2016,37427,30527,28500,21600,0,0,59027,59027,D000058250,VIGOR INDUSTRIAL,vigor industrial,0.6340657665136293,0.36593423348637066
1101,WASTEMANAGEMENTINC,29353106.99,29470324.01,1941,38818.12927,10343622198.0,2,"WASTE MANAGEMENT, INC.",,OTHER THAN SMALL BUSINESS,2016,waste management,2016,55173,209023,89750,243700,0,250000,298873,298873,D000000161,WASTE MANAGEMENT INC,waste management,0.1846034937916774,0.8153965062083226
1102,WESTONSOLUTIONSHOLDINGSINC,796807418.4,967946886.5,10325,1711.977098,428030482.8,2,"WESTON SOLUTIONS HOLDINGS, INC.",,OTHER THAN SMALL BUSINESS,2016,weston solutions,2016,10296,5921,36500,31940,100,0,42236,42236,D000029835,WESTON SOLUTIONS,weston solutions,0.24377308457240268,0.7562269154275973
1103,WILLIAMSINTERNATIONALCOLLC,1591532.0,1591532.0,1288,909.7249312999999,245192307.7,2,"WILLIAMS INTERNATIONAL CO., L.L.C.",,OTHER THAN SMALL BUSINESS,2016,williams,2016,27787,22770,467500,462458,0,0,490245,490245,D000000480,WILLIAMS COMPANIES,williams,0.05667982335362931,0.9433201766463707
1104,WOOLPERTINC,7008570.82,7069028.57,12376,703.3568475,107501292.0,2,"WOOLPERT, INC.",,OTHER THAN SMALL BUSINESS,2016,woolpert,2016,7375,5565,45764,43954,0,0,51329,51329,D000031142,WOOLPERT INC,woolpert,0.1436809600810458,0.8563190399189542
1105,XCELENERGYINC,13967555.83,58931500.83,94,7372.176265000001,3698563022.0,1,XCEL ENERGY INC.,,OTHER THAN SMALL BUSINESS,2016,xcel energy,2016,227223,110301,476200,357968,510,0,585191,585191,D000022329,XCEL ENERGY,xcel energy,0.3882886100435584,0.6117113899564416
1106,XEROXCORPORATION,267285980.2,323441879.2,47166,46920.183189999996,43393865545.0,2,XEROX CORPORATION,,OTHER THAN SMALL BUSINESS,2016,xerox,2016,388993,639648,69500,318808,6772,0,707801,707801,D000000607,XEROX CORP,xerox,0.5495796134789298,0.4504203865210702
1107,3MCOMPANY,1210839274.0,8127077626.0,193369,36500.10439,13144035677.0,2,3M COMPANY,,OTHER THAN SMALL BUSINESS,2018,3m,2018,180230,114991,307000,240447,1110,50000,420677,420677,D000021800,3M CO,3m,0.42842846174143107,0.5715715382585689
1108,AARCORP,7890784992.0,4320000000000.0,34905,5811.590768999999,1809030588.0,2,AAR CORP.,,OTHER THAN SMALL BUSINESS,2018,aar,2018,51380,75505,8100,32150,0,0,83530,83530,D000046283,AAR CORP,aar,0.6151083443074344,0.38489165569256556
1109,ABBLTD,38453828.91,61029451.88,10628,116068.5077,35183495304.0,2,ABB LTD,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2018,abb,2018,6696,3796,10500,7540,200,0,14236,14236,D000023729,ABB GROUP,abb,0.47035684180949705,0.529643158190503
1110,ABBOTTLABORATORIES,1042169977.0,9352527035.0,59417,50686.39688,23751589689.0,2,ABBOTT LABORATORIES,,OTHER THAN SMALL BUSINESS,2018,abbott laboratories,2018,486648,187832,1055500,755625,50750,0,1242273,1242273,D000000383,ABBOTT LABORATORIES,abbott laboratories,0.3917399798594995,0.6082600201405005
1111,ABVOLVO,196900113.3,3258500392.0,1421,86957.99717,66233154636.0,2,AB VOLVO,,OTHER THAN SMALL BUSINESS,2018,ab volvo,2018,8285,4320,16000,12035,125,0,20320,20320,D000042165,AB VOLVO,ab volvo,0.4077263779527559,0.5922736220472441
1112,ACCENTUREINC,85794471836.0,1810000000000.0,78033,126731.8838,70760452258.0,2,ACCENTURE INC.,,OTHER THAN SMALL BUSINESS,2018,accenture,2018,468010,711238,287000,527038,38689,0,995048,995048,D000000786,ACCENTURE,accenture,0.470339119318867,0.5296608806811329
1113,AESCORPORATIONTHE,930351844.6,7987062994.0,131,8422.6,7342668762.0,2,AES CORPORATION THE,,OTHER THAN SMALL BUSINESS,2018,aes,2018,88779,21531,139250,71965,600,0,160744,160744,D000023775,AES CORP,aes,0.5523005524311949,0.44769944756880503
1114,AFOGNAKNATIVECORPORATION,14637231213.0,1800000000000.0,62795,342.52181310000003,20786996.2,2,AFOGNAK NATIVE CORPORATION,,SMALL BUSINESS,2018,afognak native,2018,27,77,12700,12700,0,0,12727,12727,D000023779,AFOGNAK NATIVE CORP,afognak native,0.002121474031586391,0.9978785259684136
1115,ALEREINC,54527203.14,329047891.3,455,2471.2893329999997,194083853.7,2,ALERE INC.,,OTHER THAN SMALL BUSINESS,2018,alere,2018,13613,16853,6700,9901,0,0,23514,23514,D000065577,ALERE INC,alere,0.5789317002636727,0.4210682997363273
1116,AMERICANAIRLINESINC,24841150.84,24841150.84,315,15.0,1189638272.0,1,AMERICAN AIRLINES INC.,,OTHER THAN SMALL BUSINESS,2018,american airlines,2018,695709,796130,650435,746120,15632,25,1441829,1441829,D000067697,AMERICAN AIRLINES GROUP,american airlines,0.48251838463507113,0.5174816153649289
1117,AMERICANAPPARELINC,112031860.7,1974294977.0,1519,697.2706529,84786297.68,2,AMERICAN APPAREL INC.,,SMALL BUSINESS,2018,american apparel,2018,0,0,8900,8900,0,0,8900,8900,D000071072,AMERICAN APPAREL INC,american apparel,0.0,1.0
1118,AMERICANELECTRICPOWERCOMPANYINC,959973724.2,1687975725.0,100,16938.658190000002,11545397282.0,2,AMERICAN ELECTRIC POWER COMPANY INC.,,OTHER THAN SMALL BUSINESS,2018,american electric power,2018,67992,199462,241250,372657,0,25000,440649,440649,D000000573,AMERICAN ELECTRIC POWER,american electric power,0.15429968069824282,0.8457003193017572
1119,AMERICANHOSPITALASSOCIATIONINC,222358319.4,474535613.4,162,246.63015869999998,72384267.4,2,AMERICAN HOSPITAL ASSOCIATION INC,,OTHER THAN SMALL BUSINESS,2018,american hospital,2018,1190702,180013,1905151,892891,0,0,2083593,2083593,D000000116,AMERICAN HOSPITAL ASSN,american hospital,0.5714657325110998,0.42853426748890017
1120,AMERICANPHARMACISTSASSOCIATION,16750719.18,16750719.18,4,100.0,34681640.0,2,AMERICAN PHARMACISTS ASSOCIATION,CORPORATE TAX EXEMPT,OTHER THAN SMALL BUSINESS,2018,american pharmacists,2018,67513,6588,130500,69575,0,0,137088,137088,D000023992,AMERICAN PHARMACISTS ASSN,american pharmacists,0.4924792833800187,0.5075207166199813
1121,AMERICANSYSTEMSCORPORATION,4033910193.0,5680000000000.0,33251,1871.294036,363592207.2,2,AMERICAN SYSTEMS CORPORATION,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2018,american systems,2018,1061,1411,12500,12850,0,0,13911,13911,D000024025,AMERICAN SYSTEMS CORP,american systems,0.07627057724103228,0.9237294227589677
1122,AMERISOURCEBERGENCORPORATION,4073441977.0,218000000000.0,1303675,9946.783831,73054064106.0,2,AMERISOURCEBERGEN CORPORATION,,OTHER THAN SMALL BUSINESS,2018,amerisourcebergen,2018,595052,89773,1242000,737619,150,0,1332671,1332671,D000021841,AMERISOURCEBERGEN CORP,amerisourcebergen,0.44651080424200723,0.5534891957579928
1123,AMGENINC,469547346.8,22253868599.0,10000,14166.666669999999,15052777870.0,1,AMGEN INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2018,amgen,2018,791143,493824,1544750,1244315,1527,10000,2035458,2035458,D000000391,AMGEN INC,amgen,0.3886805819623888,0.6113194180376111
1124,ANALYTICALGRAPHICSINC,194995221.5,234193574.6,15210,220.910379,52945403.59,2,ANALYTICAL GRAPHICS INC.,,OTHER THAN SMALL BUSINESS,2018,analytical graphics,2018,6000,500,14500,9000,0,0,15000,15000,D000024070,ANALYTICAL GRAPHICS INC,analytical graphics,0.4,0.6
1125,ARAMARKHOLDINGSCORPORATION,286897190.1,395355982.0,889,218695.6076,11317460766.0,2,ARAMARK HOLDINGS CORPORATION,,OTHER THAN SMALL BUSINESS,2018,aramark,2018,42030,62858,6700,26841,230,0,68871,68871,D000024107,ARAMARK CORP,aramark,0.6102713769220717,0.3897286230779283
1126,ARCADISNV,2452950851.0,3881050445.0,16282,14724.698190000001,838551680.3,2,ARCADIS N.V.,,OTHER THAN SMALL BUSINESS,2018,arcadis nv,2018,6676,8951,250,2450,0,0,9126,9126,D000066743,ARCADIS NV,arcadis nv,0.7315362699978084,0.26846373000219154
1127,ASSOCIATEDMILKPRODUCERSINC,74492298.68,78188958.68,223,1254.5625,1784562533.0,2,ASSOCIATED MILK PRODUCERS INC,,OTHER THAN SMALL BUSINESS,2018,associated milk producers,2018,29000,250,39500,10750,0,0,39750,39750,D000000060,ASSOCIATED MILK PRODUCERS,associated milk producers,0.7295597484276729,0.27044025157232704
1128,ASSOCIATIONOFAMERICANRAILROADS,125790493.3,154247593.4,95,416.45109360000004,121175864.9,2,ASSOCIATION OF AMERICAN RAILROADS,,SMALL BUSINESS,2018,american railroads,2018,114316,21328,220500,127427,0,0,241743,241743,D000000735,ASSOCIATION OF AMERICAN RAILROADS,american railroads,0.472882358537786,0.527117641462214
1129,ASTRAZENECAPLC,233471245.0,147000000000.0,40047,27524.101310000002,22493202454.0,2,ASTRAZENECA PLC,,OTHER THAN SMALL BUSINESS,2018,astrazeneca,2018,333795,81422,663750,411208,675,0,745003,745003,D000043112,ASTRAZENECA PLC,astrazeneca,0.4480451756570108,0.5519548243429893
1130,ATLASAIRWORLDWIDEHOLDINGSINC,50061191.09,3328115495.0,1396,2220.727959,1635539549.0,2,ATLAS AIR WORLDWIDE HOLDINGS INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2018,atlas air worldwide,2018,148046,87335,406500,345707,150,0,493753,493753,D000045889,ATLAS AIR WORLDWIDE,atlas air worldwide,0.29983817819841097,0.700161821801589
1131,ATLASGROUPLTD,55342450.88,10696656976.0,5940,23.68235294,4956176.471,2,ATLAS GROUP LTD,CORPORATE NOT TAX EXEMPT,SMALL BUSINESS,2018,atlas,2018,0,0,10010,10010,0,0,10010,10010,D000024192,ATLAS PAC,atlas,0.0,1.0
1132,ATMOSENERGYCORPORATION,49568876.03,62538098.46,163,4545.233252,6339505968.0,2,ATMOS ENERGY CORPORATION,,OTHER THAN SMALL BUSINESS,2018,atmos energy,2018,14969,9007,102500,96538,0,0,111507,111507,D000024193,ATMOS ENERGY,atmos energy,0.1342426932838297,0.8657573067161702
1133,ATTINC,17601285409.0,3330000000000.0,101599,231985.3239,42695341322.0,2,AT&T INC.,,OTHER THAN SMALL BUSINESS,2018,att,2018,3721908,3072691,4604200,3877445,495529,29500,7599353,7599353,D000000076,AT&T INC,att,0.4897664314317285,0.5102335685682715
1134,AUSTALUSALLC,169000000000.0,204000000000.0,360,3781.816306,603458646.6,2,AUSTAL USA LLC,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2018,austal usa,2018,13850,800,56400,43350,0,0,57200,57200,D000047511,AUSTAL USA,austal usa,0.24213286713286714,0.7578671328671329
1135,BAESYSTEMSPLC,606000000000.0,6970000000000.0,124575,51860.90355,43355410291.0,3,BAE SYSTEMS PLC,,OTHER THAN SMALL BUSINESS,2018,bae systems,2018,478724,149154,968000,634388,1970,0,1113112,1113112,D000000583,BAE SYSTEMS,bae systems,0.4300771171274768,0.5699228828725231
1136,BALLCORPORATION,23947451342.0,28336042448.0,6166,2885.975408,754425650.3,2,BALL CORPORATION,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2018,ball,2018,109722,8794,333000,232069,2000,0,341791,341791,D000024239,BALL CORP,ball,0.3210207407450752,0.6789792592549247
1137,BAXTERINTERNATIONALINC,48671915.83,26988651025.0,15824,60018464.77,7591729318.0,2,BAXTER INTERNATIONAL INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2018,baxter,2018,57269,35974,113000,91421,0,0,148690,148690,D000000643,BAXTER INTERNATIONAL,baxter,0.38515703813302843,0.6148429618669715
1138,BAYERAG,19661396.98,66863496261.0,33802,16370.30138,6638459184.0,2,BAYER AG,OTHER,OTHER THAN SMALL BUSINESS,2018,bayer ag,2018,405487,235216,772000,601867,1386,17694,1007354,1007354,D000042363,BAYER AG,bayer ag,0.4025268177820309,0.5974731822179691
1139,BECHTELGROUPINC,1120000000000.0,1120000000000.0,711,23473.16171,17118678217.0,2,BECHTEL GROUP INC.,,OTHER THAN SMALL BUSINESS,2018,bechtel,2018,212509,207155,270500,265014,121075,0,477523,477523,D000000237,BECHTEL GROUP,bechtel,0.44502359048674095,0.554976409513259
1140,BERKSHIREHATHAWAYINC,4814826619.0,80936573712.0,83470,238793.5646,64748359352.0,2,BERKSHIRE HATHAWAY INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2018,berkshire hathaway,2018,1736994,1682705,2816087,2757019,15300,5750,4494013,4494013,D000021757,BERKSHIRE HATHAWAY,berkshire hathaway,0.38651290060798665,0.6134870993920133
1141,BLACKROCKINC,108347173.8,336278872.4,251,9874.371111,6071480336.0,2,BLACKROCK INC.,,OTHER THAN SMALL BUSINESS,2018,blackrock,2018,933490,1059319,442500,562200,55200,0,1495690,1495690,D000021872,BLACKROCK INC,blackrock,0.6241199713844446,0.37588002861555536
1142,BLACKVEATCHCORPORATION,147836892.8,83506493.79,1001,4950.0,1645281024.0,1,BLACK & VEATCH CORPORATION,,OTHER THAN SMALL BUSINESS,2018,black veatch,2018,19514,13086,28000,21557,0,0,41071,41071,D000024371,BLACK & VEATCH,black veatch,0.4751284361228117,0.5248715638771883
1143,THEBOEINGCOMPANY,8970000000000.0,19200000000000.0,153397,293748.1285,216000000000.0,4,THE BOEING COMPANY,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2018,boeing,2018,2019800,1173290,3074999,2219074,18063,0,4238874,4238874,D000000100,BOEING CO,boeing,0.47649446527544814,0.5235055347245519
1144,BOMBARDIERINC,50356643.53,52868594.78,39,56075.03,13976711667.0,2,BOMBARDIER INC,,OTHER THAN SMALL BUSINESS,2018,bombardier,2018,20775,675,40500,20400,0,0,41175,41175,D000043293,BOMBARDIER INC,bombardier,0.5045537340619308,0.49544626593806923
1145,BOSTONSCIENTIFICCORPORATION,108131020.1,1530008825.0,5212,38894.310339999996,7988052524.0,2,BOSTON SCIENTIFIC CORPORATION,,OTHER THAN SMALL BUSINESS,2018,boston scientific,2018,163167,152345,467000,454597,700,15000,617764,617764,D000021878,BOSTON SCIENTIFIC CORP,boston scientific,0.26412513516488495,0.735874864835115
1146,BPPLC,19778351.92,234656436.5,30197,51827.936069999996,392000000000.0,2,BP P.L.C.,,OTHER THAN SMALL BUSINESS,2018,bp,2018,249570,215826,379500,345350,2000,0,594920,594920,D000000091,BP,bp,0.41950178175216835,0.5804982182478317
1147,BRUNSWICKCORPORATION,70848751.28,17461609125.0,105646,13814.580919999999,2991786426.0,2,BRUNSWICK CORPORATION,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2018,brunswick,2018,19192,3308,55500,39601,0,0,58793,58793,D000024496,BRUNSWICK CORP,brunswick,0.3264334189444322,0.6735665810555679
1148,BURNSMCDONNELLINC,453463725.2,22535341344.0,10562,3986.588307,1573148660.0,2,BURNS & MCDONNELL INC.,,OTHER THAN SMALL BUSINESS,2018,burns mcdonnell,2018,182274,140180,304500,262376,5000,0,444650,444650,D000024518,BURNS & MCDONNELL,burns mcdonnell,0.40992690880467786,0.5900730911953221
1149,BUTTERBALLLLC,9573501.2,9573501.2,9,5500.0,1400000000.0,1,BUTTERBALL LLC,,OTHER THAN SMALL BUSINESS,2018,butterball,2018,2447,2447,500,500,0,0,2947,2947,D000024529,BUTTERBALL LLC,butterball,0.830335934848999,0.16966406515100102
1150,CALIFORNIAWATERSERVICEGROUP,1462642223.0,1462941281.0,22,1133.75,565479472.8,2,CALIFORNIA WATER SERVICE GROUP,,OTHER THAN SMALL BUSINESS,2018,california water service,2018,25540,1840,44900,21200,0,0,46740,46740,D000024575,CALIFORNIA WATER SERVICE GROUP,california water service,0.5464270432178006,0.4535729567821994
1151,CARDINALHEALTHINC,1708593894.0,83664003558.0,997049,27822.33576,95867439737.0,2,CARDINAL HEALTH INC.,,OTHER THAN SMALL BUSINESS,2018,cardinal health,2018,228608,51964,572000,385220,500,0,613828,613828,D000021892,CARDINAL HEALTH,cardinal health,0.3724300618414279,0.6275699381585721
1152,CARNIVALCORPORATION,113874215.4,113874215.4,22,97200.0,15996000154.0,1,CARNIVAL CORPORATION,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2018,carnival,2018,141775,410298,24000,286998,1850,0,428773,428773,D000000832,CARNIVAL CORP,carnival,0.3306528162920706,0.6693471837079293
1153,CATERPILLARINC,908186785.9,7769714083.0,1744477,119628.7505,54594737319.0,2,CATERPILLAR INC.,,OTHER THAN SMALL BUSINESS,2018,caterpillar,2018,310505,106588,1008500,804599,900,0,1115104,1115104,D000000352,CATERPILLAR INC,caterpillar,0.27845384825092545,0.7215461517490745
1154,CENTENECORPORATION,3270000000000.0,5420000000000.0,10847,8367.048459,487000000000.0,2,CENTENE CORPORATION,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2018,centene,2018,634083,519448,354671,287225,27500,20000,921308,921308,D000024670,CENTENE CORP,centene,0.688242151376087,0.311757848623913
1155,CENTERPOINTENERGYINC,587825789.2,911992116.6,1080,7275.219114,6791557355.0,2,CENTERPOINT ENERGY INC.,,OTHER THAN SMALL BUSINESS,2018,centerpoint energy,2018,37670,32635,71500,66345,175,0,104015,104015,D000024672,CENTERPOINT ENERGY,centerpoint energy,0.36215930394654616,0.6378406960534538
1156,CENTURYLINKINC,514290796.3,92797220514.0,11483,16164.742419999999,5258326865.0,2,CENTURYLINK INC.,,OTHER THAN SMALL BUSINESS,2018,centurylink,2018,426236,467439,586210,626907,69570,0,1053143,1053143,D000024683,CENTURYLINK,centurylink,0.4047275631134613,0.5952724368865386
1157,CERNERCORPORATION,68317776.59,91845251.62,32,16974.6,2851584585.0,2,CERNER CORPORATION,,OTHER THAN SMALL BUSINESS,2018,cerner,2018,119723,118746,279000,277770,140935,0,397493,397493,D000024686,CERNER CORP,cerner,0.30119524117405844,0.6988047588259416
1158,CFINDUSTRIESHOLDINGSINC,117386467.8,944737511.8,19,2000.0,2000000000.0,2,CF INDUSTRIES HOLDINGS INC.,,OTHER THAN SMALL BUSINESS,2018,cf industries,2018,11100,382,37000,26250,0,0,37350,37350,D000024688,CF INDUSTRIES,cf industries,0.2971887550200803,0.7028112449799196
1159,CHENEGACORPORATION,15444312661.0,240000000000.0,83422,122.527041,15031606.74,2,CHENEGA CORPORATION,,SMALL BUSINESS,2018,chenega,2018,2755,3560,18500,19300,0,0,22055,22055,D000048580,CHENEGA CORP,chenega,0.12491498526411245,0.8750850147358875
1160,CHEVRONCORPORATION,64226167.78,168544977.3,3353,61774.064710000006,260000000000.0,2,CHEVRON CORPORATION,,SMALL BUSINESS,2018,chevron,2018,312015,599620,889000,1165121,11695,3662500,1477136,1477136,D000000015,CHEVRON,chevron,0.21122970396767798,0.788770296032322
1161,CHSINC,52724589.29,54592421.31,312,6697.952165,153191509.1,2,CHS INC.,,OTHER THAN SMALL BUSINESS,2018,chs,2018,98605,52050,263000,214541,2740,0,313146,313146,D000024778,CHS INC,chs,0.31488506958415563,0.6851149304158444
1162,CISCOSYSTEMSINC,4599321673.0,8358393204.0,604,63674.80413,39019260580.0,2,CISCO SYSTEMS INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2018,cisco systems,2018,1122824,1147848,373500,408027,89585,0,1530851,1530851,D000000374,CISCO SYSTEMS,cisco systems,0.7334639360721585,0.26653606392784146
1163,CITIGROUPINC,212271786.7,1470000000000.0,593,249919.2548,12251145719.0,2,CITIGROUP INC.,,OTHER THAN SMALL BUSINESS,2018,citigroup,2018,986352,776738,1243496,1032768,51471,0,2019120,2019120,D000000071,CITIGROUP INC,citigroup,0.4885058837513372,0.5114941162486628
1164,CMACGM,257212607.1,44827949135.0,2402,9990.523183,7541181034.0,1,CMA CGM,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2018,cma cgm,2018,9421,1437,20000,11000,0,0,20421,20421,D000064635,CMA CGM,cma cgm,0.46133881788355124,0.5386611821164488
1165,COBHAMPLC,42117572.79,70009249.92,180,4819.800206,967378925.9,2,COBHAM PLC,,OTHER THAN SMALL BUSINESS,2018,cobham,2018,73000,1000,207000,135000,0,0,208000,208000,D000025006,COBHAM PLC,cobham,0.35096153846153844,0.6490384615384616
1166,COLLEGEOFAMERICANPATHOLOGISTS,127125987.9,185789603.4,279,565.1254222,151635684.6,2,COLLEGE OF AMERICAN PATHOLOGISTS,,OTHER THAN SMALL BUSINESS,2018,college american pathologists,2018,212949,7034,424450,217515,0,0,430464,430464,D000000540,COLLEGE OF AMERICAN PATHOLOGISTS,college american pathologists,0.49469642060660124,0.5053035793933988
1167,COMTECHTELECOMMUNICATIONSCORP,6866495591.0,106000000000.0,14913,1296.757366,487554595.3,2,COMTECH TELECOMMUNICATIONS CORP.,,OTHER THAN SMALL BUSINESS,2018,comtech telecommunications,2018,7803,2913,5000,0,0,0,7803,7803,D000071009,COMTECH TELECOMMUNICATIONS,comtech telecommunications,1.0,0.0
1168,CONSOLIDATEDEDISONINC,2085561571.0,2166277250.0,3225,13188.36766,2770000000000.0,2,CONSOLIDATED EDISON INC.,,OTHER THAN SMALL BUSINESS,2018,consolidated edison,2018,57627,41807,18500,2545,500,0,60172,60172,D000025111,CONSOLIDATED EDISON INC,consolidated edison,0.9577045802034169,0.04229541979658313
1169,CORELOGICINC,111753246.7,296532767.4,18544,507492.4796,2054920594.0,2,CORELOGIC INC.,CORPORATE NOT TAX EXEMPT,OTHER THAN SMALL BUSINESS,2018,corelogic,2018,36120,26585,35000,25440,0,0,61560,61560,D000060812,CORELOGIC INC,corelogic,0.5867446393762183,0.41325536062378165
1170,COXENTERPRISESINC,44303788.21,485349421.1,1630,21683.6554,1194921520.0,2,COX ENTERPRISES INC.,PARTNERSHIP,OTHER THAN SMALL BUSINESS,2018,cox enterprises,2018,916809,379799,1576500,1030206,18684,0,1947015,1947015,D000000768,COX ENTERPRISES,cox enterprises,0.4708792690349073,0.5291207309650927
1171,CRAYINC,360687604.2,389867540.5,75,1018.66875,273597347.9,2,CRAY INC.,,OTHER THAN SMALL BUSINESS,2018,cray,2018,52053,32410,45000,25351,0,0,77404,77404,D000045961,CRAY INC,cray,0.6724846261175134,0.3275153738824867
