,org_id,org_name,Cycle,Total,Democrats,Republicans,% to Dems,% to Repubs,Individuals,PACs,Soft (Indivs),Soft (Orgs)
2236,D000042765,Sara Lee Foods,2004,$500,$500,$0,100%,0%,$500,$0,$0,$0
2238,D000042766,Scheels All Sports,2020,$250,$0,$250,0%,100%,$250,$0,$0,$0
2239,D000042766,Scheels All Sports,2018,"$296,575",$10,"$141,565",0%,48%,"$141,575",$0,"$155,000",$0
2240,D000042766,Scheels All Sports,2016,"$14,700",$0,"$14,700",0%,100%,"$14,700",$0,$0,$0
2241,D000042766,Scheels All Sports,2014,"$32,150",$0,"$32,150",0%,100%,"$32,150",$0,$0,$0
2242,D000042766,Scheels All Sports,2012,"$83,500",$0,"$73,500",0%,88%,"$73,500",$0,"$10,000",$0
2243,D000042766,Scheels All Sports,2010,"$57,500","$1,000","$56,500",2%,98%,"$57,500",$0,$0,$0
2244,D000042766,Scheels All Sports,2008,"$19,400",$0,"$19,400",0%,100%,"$19,400",$0,$0,$0
2245,D000042766,Scheels All Sports,2006,"$9,700",$0,"$9,700",0%,100%,"$9,700",$0,$0,$0
2246,D000042766,Scheels All Sports,2004,"$20,000",$0,"$20,000",0%,100%,"$20,000",$0,$0,$0
2247,D000042766,Scheels All Sports,2002,"$10,500",$0,"$10,500",0%,100%,"$10,000",$0,$0,$500
2248,D000042766,Scheels All Sports,2000,"$16,900",$0,"$16,900",0%,100%,"$15,900",$0,$0,"$1,000"
2250,D000042767,Seventh Generation,2020,"$5,500","$5,500",$0,100%,0%,"$5,500",$0,$0,$0
2251,D000042767,Seventh Generation,2018,"$37,150","$12,150",$0,33%,0%,"$12,150",$0,"$25,000",$0
2252,D000042767,Seventh Generation,2016,"$5,868","$5,868",$0,100%,0%,"$5,868",$0,$0,$0
2253,D000042767,Seventh Generation,2014,"$6,750","$6,500",$0,96%,0%,"$6,500",$0,$0,$0
2254,D000042767,Seventh Generation,2012,"$56,788","$56,588",$0,100%,0%,"$56,788",$0,$0,$0
2255,D000042767,Seventh Generation,2010,"$10,200","$10,200",$0,100%,0%,"$10,200",$0,$0,$0
2256,D000042767,Seventh Generation,2008,"$8,300","$8,300",$0,100%,0%,"$8,300",$0,$0,$0
2257,D000042767,Seventh Generation,2006,"$3,500","$2,000",$0,57%,0%,"$3,500",$0,$0,$0
2258,D000042767,Seventh Generation,2004,$250,$250,$0,100%,0%,$250,$0,$0,$0
2259,D000042767,Seventh Generation,1994,$245,$245,$0,100%,0%,$245,$0,$0,$0
2261,D000042768,Shane Co,2018,$10,$10,$0,91%,0%,$10,$0,$0,$0
2262,D000042768,Shane Co,2008,$500,$0,$500,0%,100%,$500,$0,$0,$0
2263,D000042768,Shane Co,2004,"$2,000",$0,"$2,000",0%,100%,"$2,000",$0,$0,$0
2264,D000042768,Shane Co,2002,"$1,300",$0,"$1,300",0%,100%,"$1,300",$0,$0,$0
2265,D000042768,Shane Co,1998,$200,$0,$200,0%,100%,$200,$0,$0,$0
2266,D000042768,Shane Co,1990,"$1,250",$0,"$1,250",0%,100%,"$1,250",$0,,
2268,D000042769,Sharper Image,2018,$500,$500,$0,100%,0%,$500,$0,$0,$0
2269,D000042769,Sharper Image,2014,$700,$700,$0,100%,0%,$700,$0,$0,$0
2270,D000042769,Sharper Image,2010,"$1,750",$500,"$1,250",29%,71%,"$1,750",$0,$0,$0
2271,D000042769,Sharper Image,2008,"$5,800","$2,750","$3,050",47%,53%,"$5,800",$0,$0,$0
2272,D000042769,Sharper Image,2006,"$13,300","$12,500",$800,94%,6%,"$13,300",$0,$0,$0
2273,D000042769,Sharper Image,2002,"$25,700","$25,700",$0,100%,0%,"$20,700",$0,$0,"$5,000"
2274,D000042769,Sharper Image,2000,"$29,500","$29,000",$500,98%,2%,"$29,500",$0,$0,$0
2275,D000042769,Sharper Image,1996,"$1,000",$500,$500,50%,50%,"$1,000",$0,$0,$0
2276,D000042769,Sharper Image,1994,$500,$500,$0,100%,0%,$500,$0,$0,$0
2277,D000042769,Sharper Image,1992,$250,$250,$0,100%,0%,$250,$0,$0,$0
2278,D000042769,Sharper Image,1990,$312,$0,$312,0%,100%,$312,$0,,
2281,D000042771,Shoe Pavilion,2008,"$2,300","$2,300",$0,100%,0%,"$2,300",$0,$0,$0
2283,D000042772,Skechers USA,2018,"$2,839","$2,839",$0,100%,0%,"$2,839",$0,$0,$0
2284,D000042772,Skechers USA,2016,"$1,685","$1,105",$580,66%,34%,"$1,685",$0,$0,$0
2285,D000042772,Skechers USA,2014,$250,$0,$250,0%,100%,$250,$0,$0,$0
2286,D000042772,Skechers USA,2012,$500,$0,$500,0%,100%,$500,$0,$0,$0
2287,D000042772,Skechers USA,2008,"$10,105","$3,000","$7,105",30%,70%,"$10,105",$0,$0,$0
2288,D000042772,Skechers USA,2006,"$2,100","$2,100",$0,100%,0%,"$2,100",$0,$0,$0
2289,D000042772,Skechers USA,2004,"$8,000","$8,000",$0,100%,0%,"$8,000",$0,$0,$0
2290,D000042772,Skechers USA,2002,"$1,000","$1,000",$0,100%,0%,"$1,000",$0,$0,$0
2291,D000042772,Skechers USA,2000,"$6,000","$6,000",$0,100%,0%,"$6,000",$0,$0,$0
2292,D000042772,Skechers USA,1998,"$4,000","$4,000",$0,100%,0%,$0,$0,$0,"$4,000"
2294,D000042773,Smith & Wollensky Restaurant Group,2012,$500,$500,$0,100%,0%,$500,$0,$0,$0
2295,D000042773,Smith & Wollensky Restaurant Group,2008,"$8,000","$8,000",$0,100%,0%,"$8,000",$0,$0,$0
2296,D000042773,Smith & Wollensky Restaurant Group,2006,"$30,000","$30,000",$0,100%,0%,"$30,000",$0,$0,$0
2298,D000042774,Smoothie King,2020,"$1,000",$0,"$1,000",0%,100%,"$1,000",$0,$0,$0
2299,D000042774,Smoothie King,2018,$79,$79,$0,99%,0%,$79,$0,$0,$0
2300,D000042774,Smoothie King,2016,"$1,414","$1,160",$254,82%,18%,"$1,414",$0,$0,$0
2301,D000042774,Smoothie King,2014,"$1,500",$0,"$1,500",0%,100%,"$1,500",$0,$0,$0
2302,D000042774,Smoothie King,2012,"$1,250",$250,"$1,000",20%,80%,"$1,250",$0,$0,$0
2303,D000042774,Smoothie King,2010,$500,$250,$250,50%,50%,$500,$0,$0,$0
2304,D000042774,Smoothie King,2008,"$2,000",$0,"$2,000",0%,100%,"$2,000",$0,$0,$0
2306,D000042775,Sports Authority,2018,"$1,470","$1,070",$400,73%,27%,"$1,470",$0,$0,$0
2307,D000042775,Sports Authority,2016,"$3,347",$726,"$2,271",22%,68%,"$2,997",$0,$350,$0
2308,D000042775,Sports Authority,2012,$201,$0,$201,0%,100%,$201,$0,$0,$0
2309,D000042775,Sports Authority,2010,"$5,700","$5,400",$300,95%,5%,"$5,700",$0,$0,$0
2310,D000042775,Sports Authority,2008,"$2,047","$1,000",$822,49%,40%,"$2,047",$0,$0,$0
2311,D000042775,Sports Authority,2006,$750,$0,$0,0%,0%,$750,$0,$0,$0
2312,D000042775,Sports Authority,2004,"$8,000",$500,"$7,500",6%,94%,"$8,000",$0,$0,$0
2313,D000042775,Sports Authority,2002,$750,$0,$750,0%,100%,$750,$0,$0,$0
2314,D000042775,Sports Authority,2000,"$1,650",$0,"$1,250",0%,76%,"$1,650",$0,$0,$0
2315,D000042775,Sports Authority,1996,"$2,000",$0,$0,0%,0%,"$2,000",$0,$0,$0
2316,D000042775,Sports Authority,1994,"$2,850",$0,"$2,850",0%,100%,"$2,850",$0,$0,$0
2318,D000042776,Stater Brothers,2016,"$7,680","$1,095","$6,335",14%,83%,"$7,430",$0,$250,$0
2319,D000042776,Stater Brothers,2012,"$4,150",$200,"$3,950",5%,95%,"$4,150",$0,$0,$0
2320,D000042776,Stater Brothers,2010,"$5,900",$0,"$5,900",0%,100%,"$5,900",$0,$0,$0
2321,D000042776,Stater Brothers,2008,"$1,850","$1,600",$250,86%,14%,"$1,850",$0,$0,$0
2322,D000042776,Stater Brothers,2004,"$10,000",$0,"$10,000",0%,100%,"$10,000",$0,$0,$0
2324,D000042777,Steve Madden Ltd,2020,$-70,$-70,$0,101%,0%,$-70,$0,$0,$0
2325,D000042777,Steve Madden Ltd,2018,"$760,083","$9,583",$0,1%,0%,"$9,583",$0,$0,$0
2326,D000042777,Steve Madden Ltd,2016,"$420,846","$270,846",$0,64%,0%,"$270,846",$0,"$150,000",$0
2327,D000042777,Steve Madden Ltd,2012,"$1,750",$750,"$1,000",43%,57%,"$1,750",$0,$0,$0
2328,D000042777,Steve Madden Ltd,2010,"$1,250","$1,250",$0,100%,0%,"$1,250",$0,$0,$0
2329,D000042777,Steve Madden Ltd,2008,"$11,941","$11,691",$0,98%,0%,"$11,941",$0,$0,$0
2330,D000042777,Steve Madden Ltd,2006,$210,$210,$0,100%,0%,$210,$0,$0,$0
2331,D000042777,Steve Madden Ltd,2000,"$2,000","$2,000",$0,100%,0%,"$2,000",$0,$0,$0
2333,D000042778,Swimways Corp,2018,"$15,675","$15,675",$0,100%,0%,"$15,675",$0,$0,$0
2334,D000042778,Swimways Corp,2014,"$10,400","$10,400",$0,100%,0%,"$10,400",$0,$0,$0
2335,D000042778,Swimways Corp,2012,"$10,000","$10,000",$0,100%,0%,"$10,000",$0,$0,$0
2336,D000042778,Swimways Corp,2010,"$6,800","$6,800",$0,100%,0%,"$6,800",$0,$0,$0
2337,D000042778,Swimways Corp,2008,"$13,700","$12,450","$1,250",91%,9%,"$13,700",$0,$0,$0
2340,D000042780,Tivo Inc,2020,$210,$110,$100,52%,47%,$210,$0,$0,$0
2341,D000042780,Tivo Inc,2018,"$18,855","$17,470",$0,93%,0%,"$17,755",$0,$200,$0
2342,D000042780,Tivo Inc,2016,"$11,645","$10,345",$500,89%,4%,"$11,345",$0,$0,$0
2343,D000042780,Tivo Inc,2014,"$38,820","$38,320",$500,99%,1%,"$38,820",$0,$0,$0
2344,D000042780,Tivo Inc,2012,"$40,264","$40,014",$250,99%,1%,"$40,264",$0,$0,$0
2345,D000042780,Tivo Inc,2008,"$6,550","$6,300",$250,96%,4%,"$6,550",$0,$0,$0
2346,D000042780,Tivo Inc,2006,"$2,900",$500,"$2,100",17%,72%,"$2,850",$0,$0,$0
2347,D000042780,Tivo Inc,2004,"$4,350","$3,350",$0,77%,0%,"$4,350",$0,$0,$0
2350,D000042782,Tommy Hilfiger USA,2016,"$33,400","$33,400",$0,100%,0%,"$33,400",$0,$0,$0
2351,D000042782,Tommy Hilfiger USA,2006,"$5,600","$4,700",$900,84%,16%,"$5,600",$0,$0,$0
2352,D000042782,Tommy Hilfiger USA,2002,"$5,000","$5,000",$0,100%,0%,"$5,000",$0,$0,$0
2353,D000042782,Tommy Hilfiger USA,2000,$250,$250,$0,100%,0%,$250,$0,$0,$0
2355,D000042783,Toro Co,2020,$530,$530,$0,100%,0%,$530,$0,$0,$0
2356,D000042783,Toro Co,2018,"$19,643","$4,325","$15,318",22%,78%,"$19,643",$0,$0,$0
2357,D000042783,Toro Co,2016,"$3,299","$1,758","$1,391",53%,42%,"$3,149",$0,$150,$0
2358,D000042783,Toro Co,2014,"$2,750",$0,"$2,750",0%,100%,"$2,750",$0,$0,$0
2359,D000042783,Toro Co,2012,"$2,650",$650,"$2,000",25%,75%,"$2,650",$0,$0,$0
2360,D000042783,Toro Co,2010,"$1,450",$0,"$1,450",0%,100%,"$1,450",$0,$0,$0
2361,D000042783,Toro Co,2008,"$5,550",$200,"$5,350",4%,96%,"$5,550",$0,$0,$0
2362,D000042783,Toro Co,2006,"$2,450","$1,700",$750,69%,31%,"$2,450",$0,$0,$0
2363,D000042783,Toro Co,2004,"$9,250","$2,250","$7,000",24%,76%,"$9,250",$0,$0,$0
2364,D000042783,Toro Co,1996,$250,$0,$250,0%,100%,$250,$0,$0,$0
2366,D000042784,Trinchero Family Estates,2018,"$14,350","$14,350",$0,100%,0%,"$14,350",$0,$0,$0
2367,D000042784,Trinchero Family Estates,2016,"$19,359","$19,332",$27,100%,0%,"$19,359",$0,$0,$0
2368,D000042784,Trinchero Family Estates,2014,"$8,100","$8,100",$0,100%,0%,"$8,100",$0,$0,$0
2369,D000042784,Trinchero Family Estates,2012,"$5,800","$5,800",$0,100%,0%,"$5,800",$0,$0,$0
2370,D000042784,Trinchero Family Estates,2010,"$7,850","$6,650","$1,200",85%,15%,"$7,850",$0,$0,$0
2371,D000042784,Trinchero Family Estates,2008,"$27,600","$27,600",$0,100%,0%,"$27,600",$0,$0,$0
2372,D000042784,Trinchero Family Estates,2006,"$4,200","$4,200",$0,100%,0%,"$4,200",$0,$0,$0
2373,D000042784,Trinchero Family Estates,2004,"$3,158","$1,158","$2,000",37%,63%,"$3,158",$0,$0,$0
2374,D000042784,Trinchero Family Estates,2002,"$1,000","$1,000",$0,100%,0%,"$1,000",$0,$0,$0
2375,D000042784,Trinchero Family Estates,2000,"$1,000","$1,000",$0,100%,0%,"$1,000",$0,$0,$0
2377,D000042785,Ulta Inc,2016,$400,$400,$0,100%,0%,$400,$0,$0,$0
2378,D000042785,Ulta Inc,2014,$250,$0,$250,0%,100%,$250,$0,$0,$0
2379,D000042785,Ulta Inc,2008,"$3,500","$3,500",$0,100%,0%,"$3,500",$0,$0,$0
2381,D000042786,Weber Stephen Products,2018,$510,$260,$250,51%,49%,$510,$0,$0,$0
2382,D000042786,Weber Stephen Products,2016,"$11,207","$5,187","$5,670",46%,51%,"$11,207",$0,$0,$0
2383,D000042786,Weber Stephen Products,2012,"$1,800",$0,"$1,800",0%,100%,"$1,800",$0,$0,$0
2384,D000042786,Weber Stephen Products,2010,"$1,150",$0,"$1,150",0%,100%,"$1,150",$0,$0,$0
2385,D000042786,Weber Stephen Products,2008,"$2,500","$2,300",$200,92%,8%,"$2,500",$0,$0,$0
2386,D000042786,Weber Stephen Products,2004,$750,$0,$750,0%,100%,$750,$0,$0,$0
2388,D000042787,Clearview Cinemas,2012,"$1,250",$0,"$1,250",0%,100%,"$1,250",$0,$0,$0
2390,D000042788,Anchor Drilling Fluids Usa,2016,"$2,040",$0,"$2,040",0%,100%,"$2,040",$0,$0,$0
2391,D000042788,Anchor Drilling Fluids Usa,2014,"$3,200",$0,"$3,200",0%,100%,"$3,200",$0,$0,$0
2392,D000042788,Anchor Drilling Fluids Usa,2012,"$6,950",$0,"$6,950",0%,100%,"$6,950",$0,$0,$0
2393,D000042788,Anchor Drilling Fluids Usa,2010,"$1,000",$0,"$1,000",0%,100%,"$1,000",$0,$0,$0
2397,D000042791,21st Century Insurance,2018,$41,$0,$41,0%,98%,$41,$0,$0,$0
2398,D000042791,21st Century Insurance,2014,$250,$0,$250,0%,100%,$250,$0,$0,$0
2399,D000042791,21st Century Insurance,2012,$750,$500,$250,67%,33%,$750,$0,$0,$0
2400,D000042791,21st Century Insurance,2006,"$14,683",$0,"$14,500",0%,99%,"$14,500",$0,$0,$0
2401,D000042791,21st Century Insurance,2004,"$4,800",$500,"$2,300",10%,48%,"$4,800",$0,$0,$0
2402,D000042791,21st Century Insurance,2002,"$240,000",$0,"$240,000",0%,100%,$0,$0,$0,"$240,000"
2405,D000042793,ACC Capital Holdings,2016,"$5,400",$0,"$5,400",0%,100%,"$5,400",$0,$0,$0
2406,D000042793,ACC Capital Holdings,2010,"$9,300","$4,500","$4,800",48%,52%,"$9,300",$0,$0,$0
2407,D000042793,ACC Capital Holdings,2006,"$3,100","$2,100",$0,68%,0%,"$3,100",$0,$0,$0
2411,D000042796,Aiwa Corp,2018,$342,$342,$0,100%,0%,$342,$0,$0,$0
2417,D000042801,aQuantive Inc,2006,"$8,550","$4,050","$4,500",47%,53%,"$8,550",$0,$0,$0
2418,D000042801,aQuantive Inc,2004,"$1,000",$500,$500,50%,50%,"$1,000",$0,$0,$0
2420,D000042802,Archstone,2018,"$2,025","$2,025",$0,100%,0%,"$2,025",$0,$0,$0
2421,D000042802,Archstone,2016,$309,$309,$0,100%,0%,$309,$0,$0,$0
2422,D000042802,Archstone,2014,"$14,750",$0,"$13,710",0%,93%,"$14,750",$0,$0,$0
2423,D000042802,Archstone,2012,"$57,038","$2,238","$54,500",4%,96%,"$56,738",$0,$300,$0
2424,D000042802,Archstone,2010,"$20,000",$0,"$20,000",0%,100%,"$20,000",$0,$0,$0
2425,D000042802,Archstone,2000,"$1,250",$0,"$1,250",0%,100%,"$1,250",$0,$0,$0
2428,D000042804,BEA Systems,2018,$525,$525,$0,100%,0%,$525,$0,$0,$0
2429,D000042804,BEA Systems,2016,$850,$450,$400,53%,47%,$850,$0,$0,$0
2430,D000042804,BEA Systems,2014,$500,$500,$0,100%,0%,$500,$0,$0,$0
2431,D000042804,BEA Systems,2012,"$1,275",$475,$800,37%,63%,"$1,275",$0,$0,$0
2432,D000042804,BEA Systems,2010,"$2,451","$1,000","$1,451",41%,59%,"$2,451",$0,$0,$0
2433,D000042804,BEA Systems,2006,"$5,350","$3,850","$1,500",72%,28%,"$5,350",$0,$0,$0
2434,D000042804,BEA Systems,2004,"$37,035","$25,300","$11,700",68%,32%,"$37,000",$0,$0,$0
2435,D000042804,BEA Systems,2002,"$19,500","$1,850","$17,650",10%,91%,"$15,550",$0,"$3,950",$0
2436,D000042804,BEA Systems,2000,"$142,075","$4,375","$137,700",3%,97%,"$42,075",$0,"$100,000",$0
2439,D000042806,BISYS,2018,"$2,700","$2,700",$0,100%,0%,"$2,700",$0,$0,$0
2440,D000042806,BISYS,2006,"$2,300","$1,250","$1,050",54%,46%,"$2,300",$0,$0,$0
2441,D000042806,BISYS,2004,"$1,100",$650,$450,59%,41%,"$1,100",$0,$0,$0
2442,D000042806,BISYS,2002,"$1,700",$700,"$1,000",41%,59%,"$1,700",$0,$0,$0
2443,D000042806,BISYS,2000,$500,$500,$0,100%,0%,$500,$0,$0,$0
2445,D000042807,Blue Bird,2016,$68,$0,$68,0%,99%,$68,$0,$0,$0
2446,D000042807,Blue Bird,2014,"$1,000","$1,000",$0,100%,0%,"$1,000",$0,$0,$0
2447,D000042807,Blue Bird,2010,"$2,100","$2,100",$0,100%,0%,"$2,100",$0,$0,$0
2449,D000042808,Boardwalk Pipelines,2018,$420,$420,$0,100%,0%,$420,$0,$0,$0
2450,D000042808,Boardwalk Pipelines,2016,$300,$0,$300,0%,100%,$300,$0,$0,$0
2451,D000042808,Boardwalk Pipelines,2012,"$1,000","$1,000",$0,100%,0%,"$1,000",$0,$0,$0
2453,D000042809,Bonefish Grill,2002,$500,$0,$500,0%,100%,$500,$0,$0,$0
2456,D000042811,Carrabba's Italian Grill,2006,$200,$0,$200,0%,100%,$200,$0,$0,$0
2460,D000042814,Chickering Group,2006,"$24,250","$20,500","$3,000",85%,12%,"$24,250",$0,$0,$0
2461,D000042814,Chickering Group,2004,"$14,750","$13,750","$1,000",93%,7%,"$14,750",$0,$0,$0
2462,D000042814,Chickering Group,2002,"$14,750","$14,750",$0,100%,0%,"$14,750",$0,$0,$0
2463,D000042814,Chickering Group,2000,"$21,000","$21,000",$0,100%,0%,"$15,500",$0,$0,"$5,500"
2464,D000042814,Chickering Group,1998,"$7,750","$7,750",$0,100%,0%,"$7,750",$0,$0,$0
2465,D000042814,Chickering Group,1996,"$15,550","$12,800","$2,750",82%,18%,"$14,050",$0,$0,"$1,500"
2466,D000042814,Chickering Group,1994,"$6,500","$6,500",$0,100%,0%,"$6,500",$0,$0,$0
2467,D000042814,Chickering Group,1992,"$16,500","$16,500",$0,100%,0%,"$16,500",$0,$0,$0
2468,D000042814,Chickering Group,1990,"$3,250","$3,250",$0,100%,0%,"$3,250",$0,,
2470,D000042815,Citi Holdings,2012,"$2,500",$0,"$2,500",0%,100%,"$2,500",$0,$0,$0
2471,D000042815,Citi Holdings,2010,"$9,650","$-1,000","$10,650",-10%,110%,"$9,650",$0,$0,$0
2474,D000042817,Conor Medsystems,2006,"$3,000","$3,000",$0,100%,0%,"$3,000",$0,$0,$0
2478,D000042820,Detroit Red Wings,2016,"$2,700","$2,700",$0,100%,0%,"$2,700",$0,$0,$0
2479,D000042820,Detroit Red Wings,2012,$250,$0,$250,0%,100%,$250,$0,$0,$0
2480,D000042820,Detroit Red Wings,2010,"$4,150",$0,"$4,150",0%,100%,"$4,150",$0,$0,$0
2481,D000042820,Detroit Red Wings,2004,"$1,000",$0,"$1,000",0%,100%,"$1,000",$0,$0,$0
2482,D000042820,Detroit Red Wings,2000,$500,$0,$500,0%,100%,$500,$0,$0,$0
2484,D000042821,Detroit Tigers,2020,$250,$250,$0,100%,0%,$250,$0,$0,$0
2485,D000042821,Detroit Tigers,2018,$638,$638,$0,100%,0%,$638,$0,$0,$0
2486,D000042821,Detroit Tigers,2016,$750,$750,$0,100%,0%,$750,$0,$0,$0
2487,D000042821,Detroit Tigers,2014,$250,$0,$250,0%,100%,$250,$0,$0,$0
2488,D000042821,Detroit Tigers,2012,"$3,150","$2,650",$500,84%,16%,"$3,150",$0,$0,$0
2489,D000042821,Detroit Tigers,2006,$200,$200,$0,100%,0%,$200,$0,$0,$0
2490,D000042821,Detroit Tigers,2004,"$2,500","$2,000",$500,80%,20%,"$2,500",$0,$0,$0
2491,D000042821,Detroit Tigers,2002,$300,$300,$0,100%,0%,$300,$0,$0,$0
2492,D000042821,Detroit Tigers,2000,"$3,240",$250,"$2,990",8%,92%,"$3,240",$0,$0,$0
2494,D000042822,Diamond Offshore Drilling,2006,$525,$0,$525,0%,100%,$525,$0,$0,$0
2495,D000042822,Diamond Offshore Drilling,2004,"$7,900",$0,"$7,700",0%,98%,"$7,700",$0,$0,$0
2498,D000042824,Doubleclick Inc,2012,$250,$250,$0,100%,0%,$250,$0,$0,$0
2499,D000042824,Doubleclick Inc,2010,"$2,000","$2,000",$0,100%,0%,"$2,000",$0,$0,$0
2500,D000042824,Doubleclick Inc,2006,"$18,200","$17,950",$250,99%,1%,"$18,200",$0,$0,$0
2501,D000042824,Doubleclick Inc,2004,"$22,500","$12,500","$8,000",56%,36%,"$20,500",$0,$0,$0
2502,D000042824,Doubleclick Inc,2002,"$9,250","$9,000",$250,97%,3%,"$9,250",$0,$0,$0
2503,D000042824,Doubleclick Inc,2000,"$8,000","$8,000",$0,100%,0%,"$8,000",$0,$0,$0
2506,D000042826,Enable Holdings,2010,$250,$250,$0,100%,0%,$250,$0,$0,$0
2508,D000042827,Equity Inns,2006,"$7,200",$0,"$7,200",0%,100%,"$7,200",$0,$0,$0
2509,D000042827,Equity Inns,2004,$275,$0,$0,0%,0%,$0,$0,$0,$0
2510,D000042827,Equity Inns,2000,"$2,500",$0,"$2,500",0%,100%,"$2,500",$0,$0,$0
2512,D000042828,Ethicon Inc,2006,"$1,500","$1,000",$500,67%,33%,"$1,500",$0,$0,$0
2513,D000042828,Ethicon Inc,2004,$200,$0,$200,0%,100%,$200,$0,$0,$0
2514,D000042828,Ethicon Inc,2000,$600,$600,$0,100%,0%,$600,$0,$0,$0
2515,D000042828,Ethicon Inc,1998,"$3,000",$0,"$3,000",0%,100%,"$3,000",$0,$0,$0
2516,D000042828,Ethicon Inc,1996,$200,$0,$200,0%,100%,$200,$0,$0,$0
2518,D000042829,Fleming's Prime Steakhouse,2004,$500,$0,$500,0%,100%,$500,$0,$0,$0
2520,D000042830,Friendly's,2018,$42,$42,$0,98%,0%,$42,$0,$0,$0
2521,D000042830,Friendly's,2016,$1,$1,$0,50%,0%,$1,$0,$0,$0
2524,D000042832,Gator Leasing,2012,$500,$0,$500,0%,100%,$500,$0,$0,$0
2525,D000042832,Gator Leasing,2010,$250,$0,$250,0%,100%,$250,$0,$0,$0
2527,D000042833,General Car & Truck Leasing System,2018,"$1,500",$0,"$1,500",0%,100%,"$1,500",$0,$0,$0
2528,D000042833,General Car & Truck Leasing System,2012,"$2,760",$0,"$2,760",0%,100%,"$2,760",$0,$0,$0
2529,D000042833,General Car & Truck Leasing System,2010,$500,$0,$500,0%,100%,$500,$0,$0,$0
2530,D000042833,General Car & Truck Leasing System,2002,$250,$0,$250,0%,100%,$250,$0,$0,$0
2531,D000042833,General Car & Truck Leasing System,2000,$950,$0,$950,0%,100%,$950,$0,$0,$0
2532,D000042833,General Car & Truck Leasing System,1996,"$2,000",$0,"$2,000",0%,100%,"$1,500",$0,$500,$0
2535,D000042835,Global Logistics Technologies,2004,$250,$250,$0,100%,0%,$250,$0,$0,$0
2537,D000042836,Gold Kist,2006,"$26,025","$14,025","$12,000",54%,46%,$0,"$26,025",$0,$0
2538,D000042836,Gold Kist,2004,"$21,750","$6,500","$15,250",30%,70%,$0,"$21,750",$0,$0
2539,D000042836,Gold Kist,2002,"$80,500","$14,000","$66,500",17%,83%,$0,"$80,500",$0,$0
2540,D000042836,Gold Kist,2000,"$58,850","$19,000","$39,850",32%,68%,$0,"$58,850",$0,$0
2541,D000042836,Gold Kist,1998,"$41,268","$5,000","$36,268",12%,88%,$0,"$41,268",$0,$0
2542,D000042836,Gold Kist,1996,"$81,631","$15,000","$66,631",18%,82%,$0,"$81,631",$0,$0
2543,D000042836,Gold Kist,1994,"$33,750","$15,700","$18,050",47%,54%,$0,"$33,750",$0,$0
2544,D000042836,Gold Kist,1992,"$48,750","$38,250","$10,500",79%,22%,"$4,450","$44,300",$0,$0
2545,D000042836,Gold Kist,1990,"$14,850","$10,350","$4,500",70%,30%,"$1,000","$13,850",,
2548,D000042838,Gracenote Inc,2018,$693,$0,$0,0%,0%,$0,$0,$0,$0
2549,D000042838,Gracenote Inc,2016,"$7,661","$6,661","$1,000",87%,13%,"$7,661",$0,$0,$0
2550,D000042838,Gracenote Inc,2014,$300,$0,$0,0%,0%,$0,$0,$300,$0
2551,D000042838,Gracenote Inc,2012,"$5,950","$2,000","$3,200",34%,54%,"$5,950",$0,$0,$0
2552,D000042838,Gracenote Inc,2010,"$4,850","$1,100","$3,250",23%,67%,"$4,350",$0,$500,$0
2553,D000042838,Gracenote Inc,2004,"$1,365","$1,365",$0,100%,0%,"$1,365",$0,$0,$0
2555,D000042839,Great-West Healthcare,2006,$850,$850,$0,100%,0%,$850,$0,$0,$0
2556,D000042839,Great-West Healthcare,2004,"$2,800",$500,"$2,300",18%,82%,"$2,800",$0,$0,$0
2559,D000042841,Groove Networks,2004,"$2,750","$2,750",$0,100%,0%,"$2,750",$0,$0,$0
2563,D000042844,Horizon Air,2018,"$3,059","$2,679",$100,88%,3%,"$2,859",$0,$200,$0
2564,D000042844,Horizon Air,2016,"$15,900","$13,260","$2,640",83%,17%,"$15,900",$0,$0,$0
2565,D000042844,Horizon Air,2014,"$1,000","$1,000",$0,100%,0%,"$1,000",$0,$0,$0
2566,D000042844,Horizon Air,2012,"$4,337","$3,000","$1,337",69%,31%,"$4,337",$0,$0,$0
2567,D000042844,Horizon Air,2010,"$3,000","$3,000",$0,100%,0%,"$3,000",$0,$0,$0
2569,D000042845,Hudson Foods,1998,"$4,250","$1,000","$3,250",24%,77%,"$4,250",$0,$0,$0
2570,D000042845,Hudson Foods,1994,"$1,500",$0,"$1,500",0%,100%,"$1,500",$0,$0,$0
2571,D000042845,Hudson Foods,1990,"$7,350","$7,350",$0,100%,0%,"$7,350",$0,,
2573,D000042846,Hyperion Solutions,2018,"$1,000","$1,000",$0,100%,0%,"$1,000",$0,$0,$0
2574,D000042846,Hyperion Solutions,2010,$200,$200,$0,100%,0%,$200,$0,$0,$0
2575,D000042846,Hyperion Solutions,2006,$300,$300,$0,100%,0%,$300,$0,$0,$0
2576,D000042846,Hyperion Solutions,2004,"$3,300","$3,300",$0,100%,0%,"$3,300",$0,$0,$0
2577,D000042846,Hyperion Solutions,2002,"$1,000",$0,"$1,000",0%,100%,"$1,000",$0,$0,$0
2578,D000042846,Hyperion Solutions,2000,$250,$0,$250,0%,100%,$250,$0,$0,$0
2584,D000042851,Jeffrey New York,2016,"$2,700","$2,700",$0,100%,0%,"$2,700",$0,$0,$0
